year,variable,desc
2022,k4q04_r,Personal Doctor or Nurse - One or More
2016,k4q20r,Doctor Visit - How Many Times
2017,k4q20r,Preventive Visit - How Many Times
2018,k4q20r,Preventive Visit - How Many Times
2019,k4q20r,Preventive Visit - How Many Times
2020,k4q20r,Preventive Visit - How Many Times
2021,k4q20r,Preventive Visit - How Many Times
2022,k4q20r,Preventive Visit - How Many Times
2016,k4q22_r,Mental Health Professional Treatment
2017,k4q22_r,Mental Health Professional Treatment
2018,k4q22_r,Mental Health Professional Treatment
2019,k4q22_r,Mental Health Professional Treatment
2020,k4q22_r,Mental Health Professional Treatment
2021,k4q22_r,Mental Health Professional Treatment
2022,k4q22_r,Mental Health Professional Treatment
2016,k4q23,Emotions Concentration Behavior Medication
2017,k4q23,Emotions Concentration Behavior Medication
2018,k4q23,Emotions Concentration Behavior Medication
2019,k4q23,Emotions Concentration Behavior Medication
2020,k4q23,Emotions Concentration Behavior Medication
2021,k4q23,Emotions Concentration Behavior Medication
2022,k4q23,Emotions Concentration Behavior Medication
2016,k4q24_r,Specialist Visit
2017,k4q24_r,Specialist Visit
2018,k4q24_r,Specialist Visit
2019,k4q24_r,Specialist Visit
2020,k4q24_r,Specialist Visit
2021,k4q24_r,Specialist Visit
2022,k4q24_r,Specialist Visit
2016,k4q26,Specialist Visit - Problem
2017,k4q26,Specialist Visit - Problem
2018,k4q26,Specialist Visit - Problem
2019,k4q26,Specialist Visit - Problem
2020,k4q26,Specialist Visit - Problem
2021,k4q26,Specialist Visit - Problem
2022,k4q26,Specialist Visit - Problem
2016,k4q27,Needed Health Care Not Received
2017,k4q27,Needed Health Care Not Received
2018,k4q27,Needed Health Care Not Received
2019,k4q27,Needed Health Care Not Received
2020,k4q27,Needed Health Care Not Received
2021,k4q27,Needed Health Care Not Received
2022,k4q27,Needed Health Care Not Received
2016,k4q28x01,Needed Health Care Not Received - Medical Care
2017,k4q28x01,Needed Health Care Not Received - Medical Care
2018,k4q28x01,Needed Health Care Not Received - Medical Care
2019,k4q28x01,Needed Health Care Not Received - Medical Care
2020,k4q28x01,Needed Health Care Not Received - Medical Care
2021,k4q28x01,Needed Health Care Not Received - Medical Care
2022,k4q28x01,Needed Health Care Not Received - Medical Care
2016,k4q28x02,Needed Health Care Not Received - Dental Care
2017,k4q28x02,Needed Health Care Not Received - Dental Care
2018,k4q28x02,Needed Health Care Not Received - Dental Care
2019,k4q28x02,Needed Health Care Not Received - Dental Care
2020,k4q28x02,Needed Health Care Not Received - Dental Care
2021,k4q28x02,Needed Health Care Not Received - Dental Care
2022,k4q28x02,Needed Health Care Not Received - Dental Care
2016,k4q28x03,Needed Health Care Not Received - Vision Care
2017,k4q28x03,Needed Health Care Not Received - Vision Care
2018,k4q28x03,Needed Health Care Not Received - Vision Care
2019,k4q28x03,Needed Health Care Not Received - Vision Care
2020,k4q28x03,Needed Health Care Not Received - Vision Care
2021,k4q28x03,Needed Health Care Not Received - Vision Care
2022,k4q28x03,Needed Health Care Not Received - Vision Care
2016,k4q28x04,Needed Health Care Not Received - Mental Health Services
2017,k4q28x04,Needed Health Care Not Received - Mental Health Services
2018,k4q28x04,Needed Health Care Not Received - Mental Health Services
2019,k4q28x04,Needed Health Care Not Received - Mental Health Services
2020,k4q28x04,Needed Health Care Not Received - Mental Health Services
2021,k4q28x04,Needed Health Care Not Received - Mental Health Services
2022,k4q28x04,Needed Health Care Not Received - Mental Health Services
2016,k4q28x05,Needed Health Care Not Received - Other
2017,k4q28x05,Needed Health Care Not Received - Other
2018,k4q28x05,Needed Health Care Not Received - Other
2019,k4q28x05,Needed Health Care Not Received - Other
2020,k4q28x05,Needed Health Care Not Received - Other
2021,k4q28x05,Needed Health Care Not Received - Other
2022,k4q28x05,Needed Health Care Not Received - Other
2016,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2017,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2018,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2019,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2020,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2021,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2022,k4q28x_ear,Needed Health Care Not Received - Hearing Care
2016,k4q30_r,Dental Provider Visit
2017,k4q30_r,Dental Provider Visit
2018,k4q30_r,Dental Provider Visit
2019,k4q30_r,Dental Provider Visit
2020,k4q30_r,Dental Provider Visit
2021,k4q30_r_1,Dental Provider Visit - Dentist
2022,k4q30_r_1,Dental Provider Visit - Dentist
2021,k4q30_r_2,Dental Provider Visit - Other
2022,k4q30_r_2,Dental Provider Visit - Other
2021,k4q30_r_3,Dental Provider Visit - No
2022,k4q30_r_3,Dental Provider Visit - No
2016,k4q31_r,Vision Tested
2017,k4q31_r,Vision Tested
2018,k4q31_r,Vision Tested
2019,k4q31_r,Vision Tested
2020,k4q31_r,Vision Tested
2016,k4q32x01,Vision Tested - Eye Doctor or Eye Specialist
2017,k4q32x01,Vision Tested - Eye Doctor or Eye Specialist
2018,k4q32x01,Vision Tested - Eye Doctor or Eye Specialist
2019,k4q32x01,Vision Tested - Eye Doctor or Eye Specialist
2020,k4q32x01,Vision Tested - Eye Doctor or Eye Specialist
2016,k4q32x02,Vision Tested - Pediatrician or General Doctor
2017,k4q32x02,Vision Tested - Pediatrician or General Doctor
2018,k4q32x02,Vision Tested - Pediatrician or General Doctor
2019,k4q32x02,Vision Tested - Pediatrician or General Doctor
2020,k4q32x02,Vision Tested - Pediatrician or General Doctor
2016,k4q32x03,Vision Tested - Clinic or Health Center
2017,k4q32x03,Vision Tested - Clinic or Health Center
2018,k4q32x03,Vision Tested - Clinic or Health Center
2019,k4q32x03,Vision Tested - Clinic or Health Center
2020,k4q32x03,Vision Tested - Clinic or Health Center
2016,k4q32x04,Vision Tested - School
2017,k4q32x04,Vision Tested - School
2018,k4q32x04,Vision Tested - School
2019,k4q32x04,Vision Tested - School
2020,k4q32x04,Vision Tested - School
2016,k4q32x05,Vision Tested - Other
2017,k4q32x05,Vision Tested - Other
2018,k4q32x05,Vision Tested - Other
2019,k4q32x05,Vision Tested - Other
2020,k4q32x05,Vision Tested - Other
2016,k4q36,Received Special Services
2017,k4q36,Received Special Services
2018,k4q36,Received Special Services
2019,k4q36,Received Special Services
2020,k4q36,Received Special Services
2021,k4q36,Received Special Services
2022,k4q36,Received Special Services
2016,k4q37,Received Special Services - Age in Years
2017,k4q37,Received Special Services - Age in Years
2018,k4q37,Received Special Services - Age in Years
2019,k4q37,Received Special Services - Age in Years
2020,k4q37,Received Special Services - Age in Years
2021,k4q37,Received Special Services - Age in Years
2022,k4q37,Received Special Services - Age in Years
2016,k4q38,Received Special Services - Currently
2017,k4q38,Received Special Services - Currently
2018,k4q38,Received Special Services - Currently
2019,k4q38,Received Special Services - Currently
2020,k4q38,Received Special Services - Currently
2021,k4q38,Received Special Services - Currently
2022,k4q38,Received Special Services - Currently
2016,k5q10,Need a Referral
2017,k5q10,Need a Referral
2018,k5q10,Need a Referral
2019,k5q10,Need a Referral
2020,k5q10,Need a Referral
2021,k5q10,Need a Referral
2022,k5q10,Need a Referral
2016,k5q11,Need a Referral - Problem
2017,k5q11,Need a Referral - Problem
2018,k5q11,Need a Referral - Problem
2019,k5q11,Need a Referral - Problem
2020,k5q11,Need a Referral - Problem
2021,k5q11,Need a Referral - Problem
2022,k5q11,Need a Referral - Problem
2016,k5q20_r,Arrange Or Coordinate Care Among Doctors
2017,k5q20_r,Arrange Or Coordinate Care Among Doctors
2018,k5q20_r,Arrange Or Coordinate Care Among Doctors
2019,k5q20_r,Arrange Or Coordinate Care Among Doctors
2020,k5q20_r,Arrange Or Coordinate Care Among Doctors
2021,k5q20_r,Arrange Or Coordinate Care Among Doctors
2022,k5q20_r,Arrange Or Coordinate Care Among Doctors
2016,k5q21,Arrange Or Coordinate Care Extra Help
2017,k5q21,Arrange Or Coordinate Care Extra Help
2018,k5q21,Arrange Or Coordinate Care Extra Help
2019,k5q21,Arrange Or Coordinate Care Extra Help
2020,k5q21,Arrange Or Coordinate Care Extra Help
2021,k5q21,Arrange Or Coordinate Care Extra Help
2022,k5q21,Arrange Or Coordinate Care Extra Help
2016,k5q22,Arrange Or Coordinate As Much Help As Wanted
2017,k5q22,Arrange Or Coordinate As Much Help As Wanted
2018,k5q22,Arrange Or Coordinate As Much Help As Wanted
2019,k5q22,Arrange Or Coordinate As Much Help As Wanted
2020,k5q22,Arrange Or Coordinate As Much Help As Wanted
2021,k5q22,Arrange Or Coordinate As Much Help As Wanted
2022,k5q22,Arrange Or Coordinate As Much Help As Wanted
2016,k5q30,Communication Satisfaction Among Doctors
2017,k5q30,Communication Satisfaction Among Doctors
2018,k5q30,Communication Satisfaction Among Doctors
2019,k5q30,Communication Satisfaction Among Doctors
2020,k5q30,Communication Satisfaction Among Doctors
2021,k5q30,Communication Satisfaction Among Doctors
2022,k5q30,Communication Satisfaction Among Doctors
2016,k5q31_r,"Communication with School, Child Care, Special Education Program"
2017,k5q31_r,"Provider Communication with School, Child Care, Special Education Program"
2018,k5q31_r,"Provider Communication with School, Child Care, Special Education Program"
2019,k5q31_r,"Provider Communication with School, Child Care, Special Education Program"
2020,k5q31_r,"Provider Communication with School, Child Care, Special Education Program"
2021,k5q31_r,"Provider Communication with School, Child Care, Special Education Program"
2022,k5q31_r,"Provider Communication with School, Child Care, Special Education Program"
2016,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2017,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2018,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2019,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2020,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2021,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2022,k5q32,"Communication Satisfaction with School, Child Care, Special Education Program"
2016,k5q40,How Often - Spend Enough Time
2017,k5q40,How Often - Spend Enough Time
2018,k5q40,How Often - Spend Enough Time
2019,k5q40,How Often - Spend Enough Time
2020,k5q40,How Often - Spend Enough Time
2021,k5q40,How Often - Spend Enough Time
2022,k5q40,How Often - Spend Enough Time
2016,k5q41,How Often - Listen Carefully
2017,k5q41,How Often - Listen Carefully
2018,k5q41,How Often - Listen Carefully
2019,k5q41,How Often - Listen Carefully
2020,k5q41,How Often - Listen Carefully
2021,k5q41,How Often - Listen Carefully
2022,k5q41,How Often - Listen Carefully
2016,k5q42,How Often - Show Sensitivity
2017,k5q42,How Often - Show Sensitivity
2018,k5q42,How Often - Show Sensitivity
2019,k5q42,How Often - Show Sensitivity
2020,k5q42,How Often - Show Sensitivity
2021,k5q42,How Often - Show Sensitivity
2022,k5q42,How Often - Show Sensitivity
2016,k5q43,How Often - Provide Specific Information
2017,k5q43,How Often - Provide Specific Information
2018,k5q43,How Often - Provide Specific Information
2019,k5q43,How Often - Provide Specific Information
2020,k5q43,How Often - Provide Specific Information
2021,k5q43,How Often - Provide Specific Information
2022,k5q43,How Often - Provide Specific Information
2016,k5q44,How Often - Feel Like a Partner
2017,k5q44,How Often - Feel Like a Partner
2018,k5q44,How Often - Feel Like a Partner
2019,k5q44,How Often - Feel Like a Partner
2020,k5q44,How Often - Feel Like a Partner
2021,k5q44,How Often - Feel Like a Partner
2022,k5q44,How Often - Feel Like a Partner
2016,k6q08_r,Learning to Do Things For Him or Herself
2017,k6q08_r,Learning to Do Things For Him or Herself
2018,k6q08_r,Learning to Do Things For Him or Herself
2019,k6q08_r,Learning to Do Things For Him or Herself
2020,k6q08_r,Learning to Do Things For Him or Herself
2021,k6q08_r,Learning to Do Things For Him or Herself
2016,k6q10,"Learning, Development, Behavior Concerns"
2017,k6q10,"Asked about Learning, Development, Behavior Concerns"
2018,k6q10,"Asked about Learning, Development, Behavior Concerns"
2019,k6q10,"Asked about Learning, Development, Behavior Concerns"
2020,k6q10,"Asked about Learning, Development, Behavior Concerns"
2021,k6q10,"Asked about Learning, Development, Behavior Concerns"
2022,k6q10,"Asked about Learning, Development, Behavior Concerns"
2016,k6q12,Questionnaire - Development Concerns
2017,k6q12,Questionnaire - Development Concerns
2018,k6q12,Questionnaire - Development Concerns
2019,k6q12,Questionnaire - Development Concerns
2020,k6q12,Questionnaire - Development Concerns
2021,k6q12,Questionnaire - Development Concerns
2022,k6q12,Questionnaire - Development Concerns
2016,k6q13a,Talks or Speech Sounds Concerns
2017,k6q13a,Questionnaire Covers Talks or Speech Sounds Concerns
2018,k6q13a,Questionnaire Covers Talks or Speech Sounds Concerns
2019,k6q13a,Questionnaire Covers Talks or Speech Sounds Concerns
2020,k6q13a,Questionnaire Covers Talks or Speech Sounds Concerns
2021,k6q13a,Questionnaire Covers Talks or Speech Sounds Concerns
2022,k6q13a,Questionnaire Covers Talks or Speech Sounds Concerns
2016,k6q13b,Interaction Concerns
2017,k6q13b,Questionnaire Covers Interaction Concerns
2018,k6q13b,Questionnaire Covers Interaction Concerns
2019,k6q13b,Questionnaire Covers Interaction Concerns
2020,k6q13b,Questionnaire Covers Interaction Concerns
2021,k6q13b,Questionnaire Covers Interaction Concerns
2022,k6q13b,Questionnaire Covers Interaction Concerns
2016,k6q14a,Words and Phrases Concerns
2017,k6q14a,Questionnaire Covers Words and Phrases Concerns
2018,k6q14a,Questionnaire Covers Words and Phrases Concerns
2019,k6q14a,Questionnaire Covers Words and Phrases Concerns
2020,k6q14a,Questionnaire Covers Words and Phrases Concerns
2021,k6q14a,Questionnaire Covers Words and Phrases Concerns
2022,k6q14a,Questionnaire Covers Words and Phrases Concerns
2016,k6q14b,Behaves and Gets Along Concerns
2017,k6q14b,Questionnaire Covers Behaves and Gets Along Concerns
2018,k6q14b,Questionnaire Covers Behaves and Gets Along Concerns
2019,k6q14b,Questionnaire Covers Behaves and Gets Along Concerns
2020,k6q14b,Questionnaire Covers Behaves and Gets Along Concerns
2021,k6q14b,Questionnaire Covers Behaves and Gets Along Concerns
2022,k6q14b,Questionnaire Covers Behaves and Gets Along Concerns
2016,k6q15,Special Education Plan
2017,k6q15,Special Education Plan
2018,k6q15,Special Education Plan
2019,k6q15,Special Education Plan
2020,k6q15,Special Education Plan
2021,k6q15,Special Education Plan
2022,k6q15,Special Education Plan
2016,k6q20,Receive Care From Others at Least 10 Hours Per Week
2017,k6q20,Receive Care From Others at Least 10 Hours Per Week
2018,k6q20,Receive Care From Others at Least 10 Hours Per Week
2019,k6q20,Receive Care From Others at Least 10 Hours Per Week
2020,k6q20,Receive Care From Others at Least 10 Hours Per Week
2021,k6q20,Receive Care From Others at Least 10 Hours Per Week
2022,k6q20,Receive Care From Others at Least 10 Hours Per Week
2016,k6q27,Job Change Because Problems with Child Care
2017,k6q27,Job Change Because Problems with Child Care
2018,k6q27,Job Change Because Problems with Child Care
2019,k6q27,Job Change Because Problems with Child Care
2020,k6q27,Job Change Because Problems with Child Care
2021,k6q27,Job Change Because Problems with Child Care
2022,k6q27,Job Change Because Problems with Child Care
2016,k6q40,Breastfed
2017,k6q40,Ever Breastfed
2018,k6q40,Ever Breastfed
2019,k6q40,Ever Breastfed
2020,k6q40,Ever Breastfed
2021,k6q40,Ever Breastfed
2022,k6q40,Ever Breastfed
2016,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2017,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2018,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2019,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2020,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2021,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2022,k6q41r_still,Stopped Breastfeeding - Still Breastfeeding
2016,k6q42r_never,First Fed Formula - Never
2017,k6q42r_never,First Fed Formula - Never
2018,k6q42r_never,First Fed Formula - Never
2019,k6q42r_never,First Fed Formula - Never
2020,k6q42r_never,First Fed Formula - Never
2021,k6q42r_never,First Fed Formula - Never
2022,k6q42r_never,First Fed Formula - Never
2016,k6q43r_never,First Fed Other - Never
2017,k6q43r_never,First Fed Other - Never
2018,k6q43r_never,First Fed Other - Never
2019,k6q43r_never,First Fed Other - Never
2020,k6q43r_never,First Fed Other - Never
2021,k6q43r_never,First Fed Other - Never
2022,k6q43r_never,First Fed Other - Never
2016,k6q60_r,How Many Days Read to Child
2017,k6q60_r,How Many Days Read to Child
2018,k6q60_r,How Many Days Read to Child
2019,k6q60_r,How Many Days Read to Child
2020,k6q60_r,How Many Days Read to Child
2021,k6q60_r,How Many Days Read to Child
2022,k6q60_r,How Many Days Read to Child
2016,k6q61_r,How Many Days Tell Stories or Sing to Child
2017,k6q61_r,How Many Days Tell Stories or Sing to Child
2018,k6q61_r,How Many Days Tell Stories or Sing to Child
2019,k6q61_r,How Many Days Tell Stories or Sing to Child
2020,k6q61_r,How Many Days Tell Stories or Sing to Child
2021,k6q61_r,How Many Days Tell Stories or Sing to Child
2022,k6q61_r,How Many Days Tell Stories or Sing to Child
2016,k6q70_r,Affectionate
2017,k6q70_r,Affectionate
2018,k6q70_r,Affectionate
2019,k6q70_r,Affectionate
2020,k6q70_r,Affectionate
2021,k6q70_r,Affectionate
2022,k6q70_r,Affectionate
2016,k6q71_r,Interest Curiosity
2017,k6q71_r,Show Interest and Curiosity
2018,k6q71_r,Show Interest and Curiosity
2019,k6q71_r,Show Interest and Curiosity
2020,k6q71_r,Show Interest and Curiosity
2021,k6q71_r,Show Interest and Curiosity
2022,k6q71_r,Show Interest and Curiosity
2016,k6q72_r,Smiles Laughs
2017,k6q72_r,Smiles Laughs
2018,k6q72_r,Smiles Laughs
2019,k6q72_r,Smiles Laughs
2020,k6q72_r,Smiles Laughs
2021,k6q72_r,Smiles Laughs
2022,k6q72_r,Smiles Laughs
2016,k6q73_r,Bounces Back
2017,k6q73_r,Bounces Back
2018,k6q73_r,Bounces Back
2019,k6q73_r,Bounces Back
2020,k6q73_r,Bounces Back
2021,k6q73_r,Bounces Back
2022,k6q73_r,Bounces Back
2016,k7q02r_r,Days Child Missed School - Illness or Injury
2017,k7q02r_r,Days Child Missed School - Illness or Injury
2018,k7q02r_r,Days Child Missed School - Illness or Injury
2019,k7q02r_r,Days Child Missed School - Illness or Injury
2020,k7q02r_r,Days Child Missed School - Illness or Injury
2021,k7q02r_r,Days Child Missed School - Illness or Injury
2022,k7q02r_r,Days Child Missed School - Illness or Injury
2016,k7q04r_r,Times School Contacted Household About Problems
2017,k7q04r_r,Times School Contacted Household About Problems
2018,k7q04r_r,Times School Contacted Household About Problems
2019,k7q04r_r,Times School Contacted Household About Problems
2020,k7q04r_r,Times School Contacted Household About Problems
2021,k7q04r_r,Times School Contacted Household About Problems
2022,k7q04r_r,Times School Contacted Household About Problems
2016,k7q30,Sports Team or Sports Lessons - Past 12 Months
2017,k7q30,Sports Team or Sports Lessons - Past 12 Months
2018,k7q30,Sports Team or Sports Lessons - Past 12 Months
2019,k7q30,Sports Team or Sports Lessons - Past 12 Months
2020,k7q30,Sports Team or Sports Lessons - Past 12 Months
2021,k7q30,Sports Team or Sports Lessons - Past 12 Months
2022,k7q30,Sports Team or Sports Lessons - Past 12 Months
2016,k7q31,Clubs or Organizations - Past 12 Months
2017,k7q31,Clubs or Organizations - Past 12 Months
2018,k7q31,Clubs or Organizations - Past 12 Months
2019,k7q31,Clubs or Organizations - Past 12 Months
2020,k7q31,Clubs or Organizations - Past 12 Months
2021,k7q31,Clubs or Organizations - Past 12 Months
2022,k7q31,Clubs or Organizations - Past 12 Months
2016,k7q32,Organized Activities or Lessons - Past 12 Months
2017,k7q32,Organized Activities or Lessons - Past 12 Months
2018,k7q32,Organized Activities or Lessons - Past 12 Months
2019,k7q32,Organized Activities or Lessons - Past 12 Months
2020,k7q32,Organized Activities or Lessons - Past 12 Months
2021,k7q32,Organized Activities or Lessons - Past 12 Months
2022,k7q32,Organized Activities or Lessons - Past 12 Months
2016,k7q33,How Often Attend Events or Activities
2017,k7q33,How Often Attend Events or Activities
2018,k7q33,How Often Attend Events or Activities
2019,k7q33,How Often Attend Events or Activities
2020,k7q33,How Often Attend Events or Activities
2021,k7q33,How Often Attend Events or Activities
2022,k7q33,How Often Attend Events or Activities
2016,k7q37,Community Service or Volunteer Work - Past 12 Months
2017,k7q37,Community Service or Volunteer Work - Past 12 Months
2018,k7q37,Community Service or Volunteer Work - Past 12 Months
2019,k7q37,Community Service or Volunteer Work - Past 12 Months
2020,k7q37,Community Service or Volunteer Work - Past 12 Months
2021,k7q37,Community Service or Volunteer Work - Past 12 Months
2022,k7q37,Community Service or Volunteer Work - Past 12 Months
2016,k7q38,Paid Work or Regular Job - Past 12 Months
2017,k7q38,Paid Work or Regular Job - Past 12 Months
2018,k7q38,Paid Work or Regular Job - Past 12 Months
2019,k7q38,Paid Work or Regular Job - Past 12 Months
2020,k7q38,Paid Work or Regular Job - Past 12 Months
2021,k7q38,Paid Work or Regular Job - Past 12 Months
2022,k7q38,Paid Work or Regular Job - Past 12 Months
2016,k7q60_r,How Much Time Spent Watching TV
2017,k7q60_r,How Much Time Spent Watching TV
2016,k7q70_r,Argues Too Much
2017,k7q70_r,Argues Too Much
2018,k7q70_r,Argues Too Much
2019,k7q70_r,Argues Too Much
2020,k7q70_r,Argues Too Much
2021,k7q70_r,Argues Too Much
2022,k7q70_r,Argues Too Much
2016,k7q71_r,"Bullies Others, Picks on Them, or Excludes Them"
2017,k7q71_r,"Bullies Others, Picks on Them, or Excludes Them"
2016,k7q82_r,Cares About Doing Well in School
2017,k7q82_r,Cares About Doing Well in School
2018,k7q82_r,Cares About Doing Well in School
2019,k7q82_r,Cares About Doing Well in School
2020,k7q82_r,Cares About Doing Well in School
2021,k7q82_r,Cares About Doing Well in School
2022,k7q82_r,Cares About Doing Well in School
2016,k7q83_r,Does All Required Homework
2017,k7q83_r,Does All Required Homework
2018,k7q83_r,Does All Required Homework
2019,k7q83_r,Does All Required Homework
2020,k7q83_r,Does All Required Homework
2021,k7q83_r,Does All Required Homework
2022,k7q83_r,Does All Required Homework
2016,k7q84_r,Works to Finish Tasks Started
2017,k7q84_r,Works to Finish Tasks Started
2018,k7q84_r,Works to Finish Tasks Started
2019,k7q84_r,Works to Finish Tasks Started
2020,k7q84_r,Works to Finish Tasks Started
2021,k7q84_r,Works to Finish Tasks Started
2022,k7q84_r,Works to Finish Tasks Started
2016,k7q85_r,Stays Calm and In Control When Challenged
2017,k7q85_r,Stays Calm and In Control When Challenged
2018,k7q85_r,Stays Calm and In Control When Challenged
2019,k7q85_r,Stays Calm and In Control When Challenged
2020,k7q85_r,Stays Calm and In Control When Challenged
2021,k7q85_r,Stays Calm and In Control When Challenged
2022,k7q85_r,Stays Calm and In Control When Challenged
2016,k7q91_r,How Much Time Spent with Computers
2017,k7q91_r,How Much Time Spent with Computers
2016,k8q11,How Many Days - Family Eat Meal Together
2017,k8q11,How Many Days - Family Eat Meal Together
2018,k8q11,How Many Days - Family Eat Meal Together
2019,k8q11,How Many Days - Family Eat Meal Together
2020,k8q11,How Many Days - Family Eat Meal Together
2021,k8q11,How Many Days - Family Eat Meal Together
2022,k8q11,How Many Days - Family Eat Meal Together
2016,k8q21,Share Ideas or Talk About Things That Matter
2017,k8q21,Share Ideas or Talk About Things That Matter
2018,k8q21,Share Ideas or Talk About Things That Matter
2019,k8q21,Share Ideas or Talk About Things That Matter
2020,k8q21,Share Ideas or Talk About Things That Matter
2021,k8q21,Share Ideas or Talk About Things That Matter
2022,k8q21,Share Ideas or Talk About Things That Matter
2016,k8q30,How Well Handling Demands of Raising Children
2017,k8q30,How Well Handling Demands of Raising Children
2018,k8q30,How Well Handling Demands of Raising Children
2019,k8q30,How Well Handling Demands of Raising Children
2020,k8q30,How Well Handling Demands of Raising Children
2021,k8q30,How Well Handling Demands of Raising Children
2022,k8q30,How Well Handling Demands of Raising Children
2016,k8q31,How Often Have You Felt - Child Hard to Care For
2017,k8q31,How Often Have You Felt - Child Hard to Care For
2018,k8q31,How Often Have You Felt - Child Hard to Care For
2019,k8q31,How Often Have You Felt - Child Hard to Care For
2020,k8q31,How Often Have You Felt - Child Hard to Care For
2021,k8q31,How Often Have You Felt - Child Hard to Care For
2022,k8q31,How Often Have You Felt - Child Hard to Care For
2016,k8q32,How Often Have You Felt - Child Really Bothers You
2017,k8q32,How Often Have You Felt - Child Really Bothers You
2018,k8q32,How Often Have You Felt - Child Really Bothers You
2019,k8q32,How Often Have You Felt - Child Really Bothers You
2020,k8q32,How Often Have You Felt - Child Really Bothers You
2021,k8q32,How Often Have You Felt - Child Really Bothers You
2022,k8q32,How Often Have You Felt - Child Really Bothers You
2016,k8q34,How Often Have You Felt - Angry with Child
2017,k8q34,How Often Have You Felt - Angry with Child
2018,k8q34,How Often Have You Felt - Angry with Child
2019,k8q34,How Often Have You Felt - Angry with Child
2020,k8q34,How Often Have You Felt - Angry with Child
2021,k8q34,How Often Have You Felt - Angry with Child
2022,k8q34,How Often Have You Felt - Angry with Child
2016,k8q35,Someone to Turn To for Emotional Support
2017,k8q35,Someone to Turn To for Emotional Support
2018,k8q35,Someone to Turn To for Emotional Support
2019,k8q35,Someone to Turn To for Emotional Support
2020,k8q35,Someone to Turn To for Emotional Support
2021,k8q35,Someone to Turn To for Emotional Support
2022,k8q35,Someone to Turn To for Emotional Support
2016,k9q40,Anyone in Household Use Cigarettes
2017,k9q40,Anyone in Household Use Cigarettes
2018,k9q40,Anyone in Household Use Cigarettes
2019,k9q40,Anyone in Household Use Cigarettes
2020,k9q40,Anyone in Household Use Cigarettes
2021,k9q40,Anyone in Household Use Cigarettes
2022,k9q40,Anyone in Household Use Cigarettes
2016,k9q41,Anyone Smoke Inside of Home
2017,k9q41,Anyone Smoke Inside of Home
2018,k9q41,Anyone Smoke Inside of Home
2019,k9q41,Anyone Smoke Inside of Home
2020,k9q41,Anyone Smoke Inside of Home
2021,k9q41,Anyone Smoke Inside of Home
2022,k9q41,Anyone Smoke Inside of Home
2016,k9q96,Other Adult Child Can Rely On For Advice
2017,k9q96,Other Adult Child Can Rely On For Advice
2018,k9q96,Other Adult Child Can Rely On For Advice
2019,k9q96,Other Adult Child Can Rely On For Advice
2020,k9q96,Other Adult Child Can Rely On For Advice
2021,k9q96,Other Adult Child Can Rely On For Advice
2022,k9q96,Other Adult Child Can Rely On For Advice
2016,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2017,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2018,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2019,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2020,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2021,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2022,keepinsadult,How to Obtain/Keep Health Insurance as Child Becomes Adult
2016,liveusa_mo,How Long Living in the United States - Months
2017,liveusa_mo,How Long Living in the United States - Months
2018,liveusa_mo,How Long Living in the United States - Months
2019,liveusa_mo,How Long Living in the United States - Months
2020,liveusa_mo,How Long Living in the United States - Months
2021,liveusa_mo,How Long Living in the United States - Months
2022,liveusa_mo,How Long Living in the United States - Months
2016,liveusa_yr,How Long Living in the United States - Years
2017,liveusa_yr,How Long Living in the United States - Years
2018,liveusa_yr,How Long Living in the United States - Years
2019,liveusa_yr,How Long Living in the United States - Years
2020,liveusa_yr,How Long Living in the United States - Years
2021,liveusa_yr,How Long Living in the United States - Years
2022,liveusa_yr,How Long Living in the United States - Years
2016,makefriend,Difficulty Making or Keeping Friends
2017,makefriend,Difficulty Making or Keeping Friends
2018,makefriend,Difficulty Making or Keeping Friends
2019,makefriend,Difficulty Making or Keeping Friends
2020,makefriend,Difficulty Making or Keeping Friends
2021,makefriend,Difficulty Making or Keeping Friends
