year,variable,value,desc
2018,fipsst,34,New Jersey
2019,fipsst,34,New Jersey
2020,fipsst,34,New Jersey
2021,fipsst,34,New Jersey
2022,fipsst,34,New Jersey
2016,fipsst,35,New Mexico
2017,fipsst,35,New Mexico
2018,fipsst,35,New Mexico
2019,fipsst,35,New Mexico
2020,fipsst,35,New Mexico
2021,fipsst,35,New Mexico
2022,fipsst,35,New Mexico
2016,fipsst,36,New York
2017,fipsst,36,New York
2018,fipsst,36,New York
2019,fipsst,36,New York
2020,fipsst,36,New York
2021,fipsst,36,New York
2022,fipsst,36,New York
2016,fipsst,37,North Carolina
2017,fipsst,37,North Carolina
2018,fipsst,37,North Carolina
2019,fipsst,37,North Carolina
2020,fipsst,37,North Carolina
2021,fipsst,37,North Carolina
2022,fipsst,37,North Carolina
2016,fipsst,38,North Dakota
2017,fipsst,38,North Dakota
2018,fipsst,38,North Dakota
2019,fipsst,38,North Dakota
2020,fipsst,38,North Dakota
2021,fipsst,38,North Dakota
2022,fipsst,38,North Dakota
2016,fipsst,39,Ohio
2017,fipsst,39,Ohio
2018,fipsst,39,Ohio
2019,fipsst,39,Ohio
2020,fipsst,39,Ohio
2021,fipsst,39,Ohio
2022,fipsst,39,Ohio
2016,fipsst,40,Oklahoma
2017,fipsst,40,Oklahoma
2018,fipsst,40,Oklahoma
2019,fipsst,40,Oklahoma
2020,fipsst,40,Oklahoma
2021,fipsst,40,Oklahoma
2022,fipsst,40,Oklahoma
2016,fipsst,41,Oregon
2017,fipsst,41,Oregon
2018,fipsst,41,Oregon
2019,fipsst,41,Oregon
2020,fipsst,41,Oregon
2021,fipsst,41,Oregon
2022,fipsst,41,Oregon
2016,fipsst,42,Pennsylvania
2017,fipsst,42,Pennsylvania
2018,fipsst,42,Pennsylvania
2019,fipsst,42,Pennsylvania
2020,fipsst,42,Pennsylvania
2021,fipsst,42,Pennsylvania
2022,fipsst,42,Pennsylvania
2016,fipsst,44,Rhode Island
2017,fipsst,44,Rhode Island
2018,fipsst,44,Rhode Island
2019,fipsst,44,Rhode Island
2020,fipsst,44,Rhode Island
2021,fipsst,44,Rhode Island
2022,fipsst,44,Rhode Island
2016,fipsst,45,South Carolina
2017,fipsst,45,South Carolina
2018,fipsst,45,South Carolina
2019,fipsst,45,South Carolina
2020,fipsst,45,South Carolina
2021,fipsst,45,South Carolina
2022,fipsst,45,South Carolina
2016,fipsst,46,South Dakota
2017,fipsst,46,South Dakota
2018,fipsst,46,South Dakota
2019,fipsst,46,South Dakota
2020,fipsst,46,South Dakota
2021,fipsst,46,South Dakota
2022,fipsst,46,South Dakota
2016,fipsst,47,Tennessee
2017,fipsst,47,Tennessee
2018,fipsst,47,Tennessee
2019,fipsst,47,Tennessee
2020,fipsst,47,Tennessee
2021,fipsst,47,Tennessee
2022,fipsst,47,Tennessee
2016,fipsst,48,Texas
2017,fipsst,48,Texas
2018,fipsst,48,Texas
2019,fipsst,48,Texas
2020,fipsst,48,Texas
2021,fipsst,48,Texas
2022,fipsst,48,Texas
2016,fipsst,49,Utah
2017,fipsst,49,Utah
2018,fipsst,49,Utah
2019,fipsst,49,Utah
2020,fipsst,49,Utah
2021,fipsst,49,Utah
2022,fipsst,49,Utah
2016,fipsst,50,Vermont
2017,fipsst,50,Vermont
2018,fipsst,50,Vermont
2019,fipsst,50,Vermont
2020,fipsst,50,Vermont
2021,fipsst,50,Vermont
2022,fipsst,50,Vermont
2016,fipsst,51,Virginia
2017,fipsst,51,Virginia
2018,fipsst,51,Virginia
2019,fipsst,51,Virginia
2020,fipsst,51,Virginia
2021,fipsst,51,Virginia
2022,fipsst,51,Virginia
2016,fipsst,53,Washington
2017,fipsst,53,Washington
2018,fipsst,53,Washington
2019,fipsst,53,Washington
2020,fipsst,53,Washington
2021,fipsst,53,Washington
2022,fipsst,53,Washington
2016,fipsst,54,West Virginia
2017,fipsst,54,West Virginia
2018,fipsst,54,West Virginia
2019,fipsst,54,West Virginia
2020,fipsst,54,West Virginia
2021,fipsst,54,West Virginia
2022,fipsst,54,West Virginia
2016,fipsst,55,Wisconsin
2017,fipsst,55,Wisconsin
2018,fipsst,55,Wisconsin
2019,fipsst,55,Wisconsin
2020,fipsst,55,Wisconsin
2021,fipsst,55,Wisconsin
2022,fipsst,55,Wisconsin
2016,fipsst,56,Wyoming
2017,fipsst,56,Wyoming
2018,fipsst,56,Wyoming
2019,fipsst,56,Wyoming
2020,fipsst,56,Wyoming
2021,fipsst,56,Wyoming
2022,fipsst,56,Wyoming
2022,focuson,.d,Suppressed for confidentiality
2022,focuson,.l,Logical skip
2022,focuson,.m,No valid response
2022,focuson,.n,Not in universe
2022,focuson,1,Always
2022,focuson,2,Most of the time
2022,focuson,3,About half the time
2022,focuson,4,Sometimes
2022,focuson,5,Never
2016,foodsit,.d,Suppressed for confidentiality
2017,foodsit,.d,Suppressed for confidentiality
2018,foodsit,.d,Suppressed for confidentiality
2019,foodsit,.d,Suppressed for confidentiality
2020,foodsit,.d,Suppressed for confidentiality
2021,foodsit,.d,Suppressed for confidentiality
2022,foodsit,.d,Suppressed for confidentiality
2016,foodsit,.l,Logical skip
2017,foodsit,.l,Logical skip
2018,foodsit,.l,Logical skip
2019,foodsit,.l,Logical skip
2020,foodsit,.l,Logical skip
2021,foodsit,.l,Logical skip
2022,foodsit,.l,Logical skip
2016,foodsit,.m,No valid response
2017,foodsit,.m,No valid response
2018,foodsit,.m,No valid response
2019,foodsit,.m,No valid response
2020,foodsit,.m,No valid response
2021,foodsit,.m,No valid response
2022,foodsit,.m,No valid response
2016,foodsit,.n,Not in universe
2017,foodsit,.n,Not in universe
2018,foodsit,.n,Not in universe
2019,foodsit,.n,Not in universe
2020,foodsit,.n,Not in universe
2021,foodsit,.n,Not in universe
2022,foodsit,.n,Not in universe
2016,foodsit,1,We could always afford to eat good nutritious meals.
2017,foodsit,1,We could always afford to eat good nutritious meals.
2018,foodsit,1,We could always afford to eat good nutritious meals.
2019,foodsit,1,We could always afford to eat good nutritious meals.
2020,foodsit,1,We could always afford to eat good nutritious meals.
2021,foodsit,1,We could always afford to eat good nutritious meals.
2022,foodsit,1,We could always afford to eat good nutritious meals.
2016,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2017,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2018,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2019,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2020,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2021,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2022,foodsit,2,We could always afford enough to eat but not always the kinds of food we should eat.
2016,foodsit,3,Sometimes we could not afford enough to eat.
2017,foodsit,3,Sometimes we could not afford enough to eat.
2018,foodsit,3,Sometimes we could not afford enough to eat.
2019,foodsit,3,Sometimes we could not afford enough to eat.
2020,foodsit,3,Sometimes we could not afford enough to eat.
2021,foodsit,3,Sometimes we could not afford enough to eat.
2022,foodsit,3,Sometimes we could not afford enough to eat.
2016,foodsit,4,Often we could not afford enough to eat.
2017,foodsit,4,Often we could not afford enough to eat.
2018,foodsit,4,Often we could not afford enough to eat.
2019,foodsit,4,Often we could not afford enough to eat.
2020,foodsit,4,Often we could not afford enough to eat.
2021,foodsit,4,Often we could not afford enough to eat.
2022,foodsit,4,Often we could not afford enough to eat.
2017,formtype,.d,Suppressed for confidentiality
2018,formtype,.d,Suppressed for confidentiality
2019,formtype,.d,Suppressed for confidentiality
2020,formtype,.d,Suppressed for confidentiality
2021,formtype,.d,Suppressed for confidentiality
2022,formtype,.d,Suppressed for confidentiality
2017,formtype,.l,Logical skip
2018,formtype,.l,Logical skip
2019,formtype,.l,Logical skip
2020,formtype,.l,Logical skip
2021,formtype,.l,Logical skip
2022,formtype,.l,Logical skip
2017,formtype,.m,No valid response
2018,formtype,.m,No valid response
2019,formtype,.m,No valid response
2020,formtype,.m,No valid response
2021,formtype,.m,No valid response
2022,formtype,.m,No valid response
2017,formtype,.n,Not in universe
2018,formtype,.n,Not in universe
2019,formtype,.n,Not in universe
2020,formtype,.n,Not in universe
2021,formtype,.n,Not in universe
2022,formtype,.n,Not in universe
2016,fpl,400,400 or More
2016,fpl,50,50 or Less
2016,fpl_i,400,400 or More
2016,fpl_i,50,50 or Less
2017,fpl_i1,.d,Suppressed for confidentiality
2018,fpl_i1,.d,Suppressed for confidentiality
2019,fpl_i1,.d,Suppressed for confidentiality
2020,fpl_i1,.d,Suppressed for confidentiality
2021,fpl_i1,.d,Suppressed for confidentiality
2022,fpl_i1,.d,Suppressed for confidentiality
2017,fpl_i1,.l,Logical skip
2018,fpl_i1,.l,Logical skip
2019,fpl_i1,.l,Logical skip
2020,fpl_i1,.l,Logical skip
2021,fpl_i1,.l,Logical skip
2022,fpl_i1,.l,Logical skip
2017,fpl_i1,.m,No valid response
2018,fpl_i1,.m,No valid response
2019,fpl_i1,.m,No valid response
2020,fpl_i1,.m,No valid response
2021,fpl_i1,.m,No valid response
2022,fpl_i1,.m,No valid response
2017,fpl_i1,.n,Not in universe
2018,fpl_i1,.n,Not in universe
2019,fpl_i1,.n,Not in universe
2020,fpl_i1,.n,Not in universe
2021,fpl_i1,.n,Not in universe
2022,fpl_i1,.n,Not in universe
2017,fpl_i1,400,400 or more
2018,fpl_i1,400,400 or more
2019,fpl_i1,400,400 or more
2020,fpl_i1,400,400 or more
2021,fpl_i1,400,400 or more
2022,fpl_i1,400,400 or more
2017,fpl_i1,50,50 or less
2018,fpl_i1,50,50 or less
2019,fpl_i1,50,50 or less
2020,fpl_i1,50,50 or less
2021,fpl_i1,50,50 or less
2022,fpl_i1,50,50 or less
2017,fpl_i2,.d,Suppressed for confidentiality
2018,fpl_i2,.d,Suppressed for confidentiality
2019,fpl_i2,.d,Suppressed for confidentiality
2020,fpl_i2,.d,Suppressed for confidentiality
2021,fpl_i2,.d,Suppressed for confidentiality
2022,fpl_i2,.d,Suppressed for confidentiality
2017,fpl_i2,.l,Logical skip
2018,fpl_i2,.l,Logical skip
2019,fpl_i2,.l,Logical skip
2020,fpl_i2,.l,Logical skip
2021,fpl_i2,.l,Logical skip
2022,fpl_i2,.l,Logical skip
2017,fpl_i2,.m,No valid response
2018,fpl_i2,.m,No valid response
2019,fpl_i2,.m,No valid response
2020,fpl_i2,.m,No valid response
2021,fpl_i2,.m,No valid response
2022,fpl_i2,.m,No valid response
2017,fpl_i2,.n,Not in universe
2018,fpl_i2,.n,Not in universe
2019,fpl_i2,.n,Not in universe
2020,fpl_i2,.n,Not in universe
2021,fpl_i2,.n,Not in universe
2022,fpl_i2,.n,Not in universe
2017,fpl_i2,400,400 or more
2018,fpl_i2,400,400 or more
2019,fpl_i2,400,400 or more
2020,fpl_i2,400,400 or more
2021,fpl_i2,400,400 or more
2022,fpl_i2,400,400 or more
2017,fpl_i2,50,50 or less
2018,fpl_i2,50,50 or less
2019,fpl_i2,50,50 or less
2020,fpl_i2,50,50 or less
2021,fpl_i2,50,50 or less
2022,fpl_i2,50,50 or less
2017,fpl_i3,.d,Suppressed for confidentiality
2018,fpl_i3,.d,Suppressed for confidentiality
2019,fpl_i3,.d,Suppressed for confidentiality
2020,fpl_i3,.d,Suppressed for confidentiality
2021,fpl_i3,.d,Suppressed for confidentiality
2022,fpl_i3,.d,Suppressed for confidentiality
2017,fpl_i3,.l,Logical skip
2018,fpl_i3,.l,Logical skip
2019,fpl_i3,.l,Logical skip
2020,fpl_i3,.l,Logical skip
2021,fpl_i3,.l,Logical skip
2022,fpl_i3,.l,Logical skip
2017,fpl_i3,.m,No valid response
2018,fpl_i3,.m,No valid response
2019,fpl_i3,.m,No valid response
2020,fpl_i3,.m,No valid response
2021,fpl_i3,.m,No valid response
2022,fpl_i3,.m,No valid response
2017,fpl_i3,.n,Not in universe
2018,fpl_i3,.n,Not in universe
2019,fpl_i3,.n,Not in universe
2020,fpl_i3,.n,Not in universe
2021,fpl_i3,.n,Not in universe
2022,fpl_i3,.n,Not in universe
2017,fpl_i3,400,400 or more
2018,fpl_i3,400,400 or more
2019,fpl_i3,400,400 or more
2020,fpl_i3,400,400 or more
2021,fpl_i3,400,400 or more
2022,fpl_i3,400,400 or more
2017,fpl_i3,50,50 or less
2018,fpl_i3,50,50 or less
2019,fpl_i3,50,50 or less
2020,fpl_i3,50,50 or less
2021,fpl_i3,50,50 or less
2022,fpl_i3,50,50 or less
2017,fpl_i4,.d,Suppressed for confidentiality
2018,fpl_i4,.d,Suppressed for confidentiality
2019,fpl_i4,.d,Suppressed for confidentiality
2020,fpl_i4,.d,Suppressed for confidentiality
2021,fpl_i4,.d,Suppressed for confidentiality
2022,fpl_i4,.d,Suppressed for confidentiality
2017,fpl_i4,.l,Logical skip
2018,fpl_i4,.l,Logical skip
2019,fpl_i4,.l,Logical skip
2020,fpl_i4,.l,Logical skip
2021,fpl_i4,.l,Logical skip
2022,fpl_i4,.l,Logical skip
2017,fpl_i4,.m,No valid response
2018,fpl_i4,.m,No valid response
2019,fpl_i4,.m,No valid response
2020,fpl_i4,.m,No valid response
2021,fpl_i4,.m,No valid response
2022,fpl_i4,.m,No valid response
2017,fpl_i4,.n,Not in universe
2018,fpl_i4,.n,Not in universe
2019,fpl_i4,.n,Not in universe
2020,fpl_i4,.n,Not in universe
2021,fpl_i4,.n,Not in universe
2022,fpl_i4,.n,Not in universe
2017,fpl_i4,400,400 or more
2018,fpl_i4,400,400 or more
2019,fpl_i4,400,400 or more
2020,fpl_i4,400,400 or more
2021,fpl_i4,400,400 or more
2022,fpl_i4,400,400 or more
2017,fpl_i4,50,50 or less
2018,fpl_i4,50,50 or less
2019,fpl_i4,50,50 or less
2020,fpl_i4,50,50 or less
2021,fpl_i4,50,50 or less
2022,fpl_i4,50,50 or less
2017,fpl_i5,.d,Suppressed for confidentiality
2018,fpl_i5,.d,Suppressed for confidentiality
2019,fpl_i5,.d,Suppressed for confidentiality
2020,fpl_i5,.d,Suppressed for confidentiality
2021,fpl_i5,.d,Suppressed for confidentiality
2022,fpl_i5,.d,Suppressed for confidentiality
2017,fpl_i5,.l,Logical skip
2018,fpl_i5,.l,Logical skip
2019,fpl_i5,.l,Logical skip
2020,fpl_i5,.l,Logical skip
2021,fpl_i5,.l,Logical skip
2022,fpl_i5,.l,Logical skip
2017,fpl_i5,.m,No valid response
2018,fpl_i5,.m,No valid response
2019,fpl_i5,.m,No valid response
2020,fpl_i5,.m,No valid response
2021,fpl_i5,.m,No valid response
2022,fpl_i5,.m,No valid response
2017,fpl_i5,.n,Not in universe
2018,fpl_i5,.n,Not in universe
2019,fpl_i5,.n,Not in universe
2020,fpl_i5,.n,Not in universe
2021,fpl_i5,.n,Not in universe
2022,fpl_i5,.n,Not in universe
2017,fpl_i5,400,400 or more
2018,fpl_i5,400,400 or more
2019,fpl_i5,400,400 or more
2020,fpl_i5,400,400 or more
2021,fpl_i5,400,400 or more
2022,fpl_i5,400,400 or more
2017,fpl_i5,50,50 or less
2018,fpl_i5,50,50 or less
2019,fpl_i5,50,50 or less
2020,fpl_i5,50,50 or less
2021,fpl_i5,50,50 or less
2022,fpl_i5,50,50 or less
2017,fpl_i6,.d,Suppressed for confidentiality
2018,fpl_i6,.d,Suppressed for confidentiality
2019,fpl_i6,.d,Suppressed for confidentiality
2020,fpl_i6,.d,Suppressed for confidentiality
2021,fpl_i6,.d,Suppressed for confidentiality
2022,fpl_i6,.d,Suppressed for confidentiality
2017,fpl_i6,.l,Logical skip
2018,fpl_i6,.l,Logical skip
2019,fpl_i6,.l,Logical skip
2020,fpl_i6,.l,Logical skip
2021,fpl_i6,.l,Logical skip
2022,fpl_i6,.l,Logical skip
2017,fpl_i6,.m,No valid response
2018,fpl_i6,.m,No valid response
2019,fpl_i6,.m,No valid response
2020,fpl_i6,.m,No valid response
2021,fpl_i6,.m,No valid response
2022,fpl_i6,.m,No valid response
2017,fpl_i6,.n,Not in universe
2018,fpl_i6,.n,Not in universe
2019,fpl_i6,.n,Not in universe
2020,fpl_i6,.n,Not in universe
2021,fpl_i6,.n,Not in universe
2022,fpl_i6,.n,Not in universe
2017,fpl_i6,400,400 or more
2018,fpl_i6,400,400 or more
2019,fpl_i6,400,400 or more
2020,fpl_i6,400,400 or more
2021,fpl_i6,400,400 or more
2022,fpl_i6,400,400 or more
2017,fpl_i6,50,50 or less
2018,fpl_i6,50,50 or less
2019,fpl_i6,50,50 or less
2020,fpl_i6,50,50 or less
2021,fpl_i6,50,50 or less
2022,fpl_i6,50,50 or less
2017,fpl_if,.d,Suppressed for confidentiality
2018,fpl_if,.d,Suppressed for confidentiality
2019,fpl_if,.d,Suppressed for confidentiality
2020,fpl_if,.d,Suppressed for confidentiality
2021,fpl_if,.d,Suppressed for confidentiality
2022,fpl_if,.d,Suppressed for confidentiality
2017,fpl_if,.l,Logical skip
2018,fpl_if,.l,Logical skip
2019,fpl_if,.l,Logical skip
2020,fpl_if,.l,Logical skip
2021,fpl_if,.l,Logical skip
2022,fpl_if,.l,Logical skip
2017,fpl_if,.m,No valid response
2018,fpl_if,.m,No valid response
2019,fpl_if,.m,No valid response
2020,fpl_if,.m,No valid response
2021,fpl_if,.m,No valid response
2022,fpl_if,.m,No valid response
2017,fpl_if,.n,Not in universe
2018,fpl_if,.n,Not in universe
2019,fpl_if,.n,Not in universe
2020,fpl_if,.n,Not in universe
2021,fpl_if,.n,Not in universe
2022,fpl_if,.n,Not in universe
2017,fpl_if,0,Not imputed
2018,fpl_if,0,Not imputed
2019,fpl_if,0,Not imputed
2020,fpl_if,0,Not imputed
2021,fpl_if,0,Not imputed
2022,fpl_if,0,Not imputed
2016,fpl_if,1,Imputed Value
2017,fpl_if,1,Imputed
2018,fpl_if,1,Imputed
2019,fpl_if,1,Imputed
2020,fpl_if,1,Imputed
2021,fpl_if,1,Imputed
2022,fpl_if,1,Imputed
2017,frstformula_day_s,.d,Suppressed for confidentiality
2018,frstformula_day_s,.d,Suppressed for confidentiality
2019,frstformula_day_s,.d,Suppressed for confidentiality
2020,frstformula_day_s,.d,Suppressed for confidentiality
2021,frstformula_day_s,.d,Suppressed for confidentiality
2022,frstformula_day_s,.d,Suppressed for confidentiality
2017,frstformula_day_s,.l,Logical skip
2018,frstformula_day_s,.l,Logical skip
2019,frstformula_day_s,.l,Logical skip
2020,frstformula_day_s,.l,Logical skip
2021,frstformula_day_s,.l,Logical skip
2022,frstformula_day_s,.l,Logical skip
2017,frstformula_day_s,.m,No valid response
2018,frstformula_day_s,.m,No valid response
2019,frstformula_day_s,.m,No valid response
2020,frstformula_day_s,.m,No valid response
2021,frstformula_day_s,.m,No valid response
2022,frstformula_day_s,.m,No valid response
2017,frstformula_day_s,.n,Not in universe
2018,frstformula_day_s,.n,Not in universe
2019,frstformula_day_s,.n,Not in universe
2020,frstformula_day_s,.n,Not in universe
2021,frstformula_day_s,.n,Not in universe
2022,frstformula_day_s,.n,Not in universe
2017,frstformula_mo_s,.d,Suppressed for confidentiality
2018,frstformula_mo_s,.d,Suppressed for confidentiality
2019,frstformula_mo_s,.d,Suppressed for confidentiality
2020,frstformula_mo_s,.d,Suppressed for confidentiality
2021,frstformula_mo_s,.d,Suppressed for confidentiality
2022,frstformula_mo_s,.d,Suppressed for confidentiality
2017,frstformula_mo_s,.l,Logical skip
2018,frstformula_mo_s,.l,Logical skip
2019,frstformula_mo_s,.l,Logical skip
2020,frstformula_mo_s,.l,Logical skip
2021,frstformula_mo_s,.l,Logical skip
2022,frstformula_mo_s,.l,Logical skip
2017,frstformula_mo_s,.m,No valid response
2018,frstformula_mo_s,.m,No valid response
2019,frstformula_mo_s,.m,No valid response
2020,frstformula_mo_s,.m,No valid response
2021,frstformula_mo_s,.m,No valid response
2022,frstformula_mo_s,.m,No valid response
2017,frstformula_mo_s,.n,Not in universe
2018,frstformula_mo_s,.n,Not in universe
2019,frstformula_mo_s,.n,Not in universe
2020,frstformula_mo_s,.n,Not in universe
2021,frstformula_mo_s,.n,Not in universe
2022,frstformula_mo_s,.n,Not in universe
2017,frstformula_mo_s,12,12 or more
2018,frstformula_mo_s,12,12 or more
2019,frstformula_mo_s,12,12 or more
2020,frstformula_mo_s,12,12 or more
2021,frstformula_mo_s,12,12 or more
2022,frstformula_mo_s,12,12 or more
2017,frstformula_wk_s,.d,Suppressed for confidentiality
2018,frstformula_wk_s,.d,Suppressed for confidentiality
2019,frstformula_wk_s,.d,Suppressed for confidentiality
2020,frstformula_wk_s,.d,Suppressed for confidentiality
2021,frstformula_wk_s,.d,Suppressed for confidentiality
2022,frstformula_wk_s,.d,Suppressed for confidentiality
2017,frstformula_wk_s,.l,Logical skip
2018,frstformula_wk_s,.l,Logical skip
2019,frstformula_wk_s,.l,Logical skip
2020,frstformula_wk_s,.l,Logical skip
2021,frstformula_wk_s,.l,Logical skip
